coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,People affected,Countries,Start Date - Last detection,Duration (days),Burned area
"[135.37777735987646, -18.171704188049798]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-04T00:00:00,5237.0,Green impact for forestfire in 5237 ha,GWIS,AUS,WF,WF 1023482,0 in the burned area,Australia,30 Jan 2025  - 04 Feb 2025 ,5,5237 ha
"[142.32755456173916, -37.12739019425914]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-27T00:00:00,2025-02-04T00:00:00,11886.0,Green impact for forestfire in 11886 ha,GWIS,AUS,WF,WF 1023455,2 in the burned area,Australia,27 Jan 2025  - 04 Feb 2025 ,8,11886 ha
"[23.61296534939995, 7.695966920392856]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 25 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-25T00:00:00,2025-02-04T00:00:00,8414.0,Green impact for forestfire in 8414 ha,GWIS,CAF,WF,WF 1023428,0 in the burned area,Central African Republic,25 Jan 2025  - 04 Feb 2025 ,10,8414 ha
"[29.44556842388417, 4.268963531204435]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 28 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,The Democratic Republic of Congo,2025-01-28T00:00:00,2025-02-04T00:00:00,8260.0,Green impact for forestfire in 8260 ha,GWIS,COD,WF,WF 1023439,0 in the burned area,The Democratic Republic of Congo,28 Jan 2025  - 04 Feb 2025 ,7,8260 ha
"[136.2588948833967, -21.290730136630568]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-04T00:00:00,9272.0,Green impact for forestfire in 9272 ha,GWIS,AUS,WF,WF 1023446,0 in the burned area,Australia,30 Jan 2025  - 04 Feb 2025 ,5,9272 ha
"[130.6330624971661, -22.104027452297974]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Jan 2025 to: 04 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-27T00:00:00,2025-02-04T00:00:00,40063.0,Green impact for forestfire in 40063 ha,GWIS,AUS,WF,WF 1023435,0 in the burned area,Australia,27 Jan 2025  - 04 Feb 2025 ,8,40063 ha
"[133.33050137360055, -23.61461134895123]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 03 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-03T00:00:00,28756.0,Green impact for forestfire in 28756 ha,GWIS,AUS,WF,WF 1023448,0 in the burned area,Australia,30 Jan 2025  - 03 Feb 2025 ,4,28756 ha
"[121.35376945682324, -22.640153318249823]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 03 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-03T00:00:00,7187.0,Green impact for forestfire in 7187 ha,GWIS,AUS,WF,WF 1023464,0 in the burned area,Australia,30 Jan 2025  - 03 Feb 2025 ,4,7187 ha
"[130.52624581854514, -21.968328145153276]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-02T00:00:00,5203.0,Green impact for forestfire in 5203 ha,GWIS,AUS,WF,WF 1023465,0 in the burned area,Australia,30 Jan 2025  - 02 Feb 2025 ,3,5203 ha
"[128.23075740431258, -21.908370481834663]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 31 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-31T00:00:00,2025-02-02T00:00:00,6848.0,Green impact for forestfire in 6848 ha,GWIS,AUS,WF,WF 1023461,0 in the burned area,Australia,31 Jan 2025  - 02 Feb 2025 ,2,6848 ha
"[20.755091649722246, 7.216561198330087]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 29 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-29T00:00:00,2025-02-02T00:00:00,5691.0,Green impact for forestfire in 5691 ha,GWIS,CAF,WF,WF 1023462,0 in the burned area,Central African Republic,29 Jan 2025  - 02 Feb 2025 ,4,5691 ha
"[136.04857865280084, -21.24101692789135]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-02T00:00:00,5458.0,Green impact for forestfire in 5458 ha,GWIS,AUS,WF,WF 1023468,0 in the burned area,Australia,30 Jan 2025  - 02 Feb 2025 ,3,5458 ha
"[26.37529569387727, 4.461904024310162]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 29 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,The Democratic Republic of Congo,2025-01-29T00:00:00,2025-02-02T00:00:00,5133.0,Green impact for forestfire in 5133 ha,GWIS,COD,WF,WF 1023470,0 in the burned area,The Democratic Republic of Congo,29 Jan 2025  - 02 Feb 2025 ,4,5133 ha
"[25.0126396242242, 6.604124756620417]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-28T00:00:00,2025-02-02T00:00:00,5104.0,Green impact for forestfire in 5104 ha,GWIS,CAF,WF,WF 1023471,0 in the burned area,Central African Republic,28 Jan 2025  - 02 Feb 2025 ,5,5104 ha
"[147.5368920568386, -29.79167014341773]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-28T00:00:00,2025-02-02T00:00:00,5820.0,Green impact for forestfire in 5820 ha,GWIS,AUS,WF,WF 1023454,0 in the burned area,Australia,28 Jan 2025  - 02 Feb 2025 ,5,5820 ha
"[129.84147436897973, -21.908895155361044]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-02T00:00:00,24083.0,Green impact for forestfire in 24083 ha,GWIS,AUS,WF,WF 1023450,0 in the burned area,Australia,30 Jan 2025  - 02 Feb 2025 ,3,24083 ha
"[-12.947404506718746, 13.028771900970654]",Forest fires in Senegal,Forest fires in Senegal,Green Forest fires in Senegal from: 28 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Senegal,2025-01-28T00:00:00,2025-02-02T00:00:00,10688.0,Green impact for forestfire in 10688 ha,GWIS,SEN,WF,WF 1023452,2 in the burned area,Senegal,28 Jan 2025  - 02 Feb 2025 ,5,10688 ha
"[0.4957080236299863, 11.455420952076695]",Forest fires in Burkina Faso,Forest fires in Burkina Faso,Green Forest fires in Burkina Faso from: 27 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Burkina Faso,2025-01-27T00:00:00,2025-02-02T00:00:00,5596.0,Green impact for forestfire in 5596 ha,GWIS,BFA,WF,WF 1023436,32 in the burned area,Burkina Faso,27 Jan 2025  - 02 Feb 2025 ,6,5596 ha
"[26.657464434002158, 5.78732923469261]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 23 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-23T00:00:00,2025-02-02T00:00:00,9870.0,Green impact for forestfire in 9870 ha,GWIS,CAF,WF,WF 1023426,0 in the burned area,Central African Republic,23 Jan 2025  - 02 Feb 2025 ,10,9870 ha
"[23.72482662554371, 7.266572808687102]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 23 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-23T00:00:00,2025-02-02T00:00:00,12507.0,Green impact for forestfire in 12507 ha,GWIS,CAF,WF,WF 1023416,0 in the burned area,Central African Republic,23 Jan 2025  - 02 Feb 2025 ,10,12507 ha
"[23.850451276295736, 7.243953761743107]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 23 Jan 2025 to: 02 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-23T00:00:00,2025-02-02T00:00:00,42099.0,Green impact for forestfire in 42099 ha,GWIS,CAF,WF,WF 1023402,0 in the burned area,Central African Republic,23 Jan 2025  - 02 Feb 2025 ,10,42099 ha
"[141.39596053563517, -21.856220075220033]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-23T00:00:00,2025-02-01T00:00:00,6314.0,Green impact for forestfire in 6314 ha,GWIS,AUS,WF,WF 1023409,0 in the burned area,Australia,23 Jan 2025  - 01 Feb 2025 ,9,6314 ha
"[31.606205331975854, 8.947185935783075]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 23 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Sudan,2025-01-23T00:00:00,2025-02-01T00:00:00,8808.0,Green impact for forestfire in 8808 ha,GWIS,SDN,WF,WF 1023427,0 in the burned area,Sudan,23 Jan 2025  - 01 Feb 2025 ,9,8808 ha
"[29.524292340329662, 4.050089861351475]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,Green Forest fires in The Democratic Republic of Congo from: 23 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,The Democratic Republic of Congo,2025-01-23T00:00:00,2025-02-01T00:00:00,12454.0,Green impact for forestfire in 12454 ha,GWIS,COD,WF,WF 1023423,4 in the burned area,The Democratic Republic of Congo,23 Jan 2025  - 01 Feb 2025 ,9,12454 ha
"[11.359071455192868, 7.8487708984282065]",Forest fires in Nigeria,Forest fires in Nigeria,Green Forest fires in Nigeria from: 22 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Nigeria,2025-01-22T00:00:00,2025-02-01T00:00:00,7788.0,Green impact for forestfire in 7788 ha,GWIS,NGA,WF,WF 1023429,565 in the burned area,Nigeria,22 Jan 2025  - 01 Feb 2025 ,10,7788 ha
"[2.6865983382135497, 11.776275752364466]",Forest fires in Benin,Forest fires in Benin,Green Forest fires in Benin from: 25 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Benin,2025-01-25T00:00:00,2025-02-01T00:00:00,5766.0,Green impact for forestfire in 5766 ha,GWIS,BEN,WF,WF 1023437,2 in the burned area,Benin,25 Jan 2025  - 01 Feb 2025 ,7,5766 ha
"[130.57489480862913, -22.797642649999176]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-28T00:00:00,2025-02-01T00:00:00,5552.0,Green impact for forestfire in 5552 ha,GWIS,AUS,WF,WF 1023451,0 in the burned area,Australia,28 Jan 2025  - 01 Feb 2025 ,4,5552 ha
"[129.9970169593783, -21.881973331252837]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-01T00:00:00,7580.0,Green impact for forestfire in 7580 ha,GWIS,AUS,WF,WF 1023447,0 in the burned area,Australia,30 Jan 2025  - 01 Feb 2025 ,2,7580 ha
"[25.752392824075027, 6.561222278567273]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 25 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-25T00:00:00,2025-02-01T00:00:00,6490.0,Green impact for forestfire in 6490 ha,GWIS,CAF,WF,WF 1023440,0 in the burned area,Central African Republic,25 Jan 2025  - 01 Feb 2025 ,7,6490 ha
"[26.65880579478247, 6.706040265732033]",Forest fires in Sudan,Forest fires in Sudan,Green Forest fires in Sudan from: 24 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Sudan,2025-01-24T00:00:00,2025-02-01T00:00:00,5115.0,Green impact for forestfire in 5115 ha,GWIS,SDN,WF,WF 1023441,0 in the burned area,Sudan,24 Jan 2025  - 01 Feb 2025 ,8,5115 ha
"[119.63850216840946, -32.024396426949025]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-23T00:00:00,2025-02-01T00:00:00,26403.0,Green impact for forestfire in 26403 ha,GWIS,AUS,WF,WF 1023392,0 in the burned area,Australia,23 Jan 2025  - 01 Feb 2025 ,9,26403 ha
"[-65.02178301749454, -42.42113195470299]",Forest fires in Argentina,Forest fires in Argentina,Green Forest fires in Argentina from: 30 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Argentina,2025-01-30T00:00:00,2025-02-01T00:00:00,9178.0,Green impact for forestfire in 9178 ha,GWIS,ARG,WF,WF 1023453,8 in the burned area,Argentina,30 Jan 2025  - 01 Feb 2025 ,2,9178 ha
"[23.875550668968906, 7.194204004477857]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 28 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Central African Republic,2025-01-28T00:00:00,2025-02-01T00:00:00,10668.0,Green impact for forestfire in 10668 ha,GWIS,CAF,WF,WF 1023456,0 in the burned area,Central African Republic,28 Jan 2025  - 01 Feb 2025 ,4,10668 ha
"[-9.727618384364476, 9.39538873791439]",Forest fires in Guinea,Forest fires in Guinea,Green Forest fires in Guinea from: 27 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Guinea,2025-01-27T00:00:00,2025-02-01T00:00:00,5698.0,Green impact for forestfire in 5698 ha,GWIS,GIN,WF,WF 1023457,1126 in the burned area,Guinea,27 Jan 2025  - 01 Feb 2025 ,5,5698 ha
"[130.41058593591805, -21.986378553248763]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 30 Jan 2025 to: 01 Feb 2025.,Green,1,Green,0.5,Australia,2025-01-30T00:00:00,2025-02-01T00:00:00,6162.0,Green impact for forestfire in 6162 ha,GWIS,AUS,WF,WF 1023458,0 in the burned area,Australia,30 Jan 2025  - 01 Feb 2025 ,2,6162 ha
"[25.040940726410692, 6.722922558613389]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 23 Jan 2025 to: 31 Jan 2025.,Green,1,Green,0.5,Central African Republic,2025-01-23T00:00:00,2025-01-31T00:00:00,22347.0,Green impact for forestfire in 22347 ha,GWIS,CAF,WF,WF 1023420,0 in the burned area,Central African Republic,23 Jan 2025  - 31 Jan 2025 ,8,22347 ha
"[19.649134773512085, 7.883052006877319]",Forest fires in Central African Republic,Forest fires in Central African Republic,Green Forest fires in Central African Republic from: 21 Jan 2025 to: 31 Jan 2025.,Green,1,Green,0.5,Central African Republic,2025-01-21T00:00:00,2025-01-31T00:00:00,9665.0,Green impact for forestfire in 9665 ha,GWIS,CAF,WF,WF 1023421,0 in the burned area,Central African Republic,21 Jan 2025  - 31 Jan 2025 ,10,9665 ha
"[94.58606311422075, 19.539724757532245]",Forest fires in Myanmar,Forest fires in Myanmar,Green Forest fires in Myanmar from: 28 Feb 2025 to: 08 Mar 2025.,Green,1,Green,0.5,Myanmar,2025-02-28T00:00:00,2025-03-08T00:00:00,8606.0,Green impact for forestfire in 8606 ha,GWIS,MMR,WF,WF 1023563,39 in the burned area,Myanmar,28 Feb 2025  - 08 Mar 2025 ,8,8606 ha
"[128.5003503433699, -16.219576210790393]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Feb 2025 to: 06 Mar 2025.,Green,1,Green,0.5,Australia,2025-02-28T00:00:00,2025-03-06T00:00:00,6554.0,Green impact for forestfire in 6554 ha,GWIS,AUS,WF,WF 1023552,0 in the burned area,Australia,28 Feb 2025  - 06 Mar 2025 ,6,6554 ha
"[-9.427060559769606, 7.971437753501375]","Forest fires in Liberia, Guinea","Forest fires in Liberia, Guinea","Green Forest fires in Liberia, Guinea from: 24 Feb 2025 to: 06 Mar 2025.",Green,1,Green,0.5,"Liberia, Guinea",2025-02-24T00:00:00,2025-03-06T00:00:00,5241.0,Green impact for forestfire in 5241 ha,GWIS,LBR,WF,WF 1023564,821 in the burned area,"Liberia, Guinea",24 Feb 2025  - 06 Mar 2025 ,10,5241 ha
"[138.71377763940683, -20.522060124141674]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 27 Feb 2025 to: 05 Mar 2025.,Green,1,Green,0.5,Australia,2025-02-27T00:00:00,2025-03-05T00:00:00,6608.0,Green impact for forestfire in 6608 ha,GWIS,AUS,WF,WF 1023555,0 in the burned area,Australia,27 Feb 2025  - 05 Mar 2025 ,6,6608 ha
"[146.73633243298332, -37.57500927989758]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Feb 2025 to: 05 Mar 2025.,Green,1,Green,0.5,Australia,2025-02-23T00:00:00,2025-03-05T00:00:00,7225.0,Green impact for forestfire in 7225 ha,GWIS,AUS,WF,WF 1023547,0 in the burned area,Australia,23 Feb 2025  - 05 Mar 2025 ,10,7225 ha
"[128.5342646423489, -16.406098236640126]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 28 Feb 2025 to: 05 Mar 2025.,Green,1,Green,0.5,Australia,2025-02-28T00:00:00,2025-03-05T00:00:00,9045.0,Green impact for forestfire in 9045 ha,GWIS,AUS,WF,WF 1023549,2 in the burned area,Australia,28 Feb 2025  - 05 Mar 2025 ,5,9045 ha
"[-63.30830284185101, 8.856728836782166]",Forest fires in Venezuela,Forest fires in Venezuela,Green Forest fires in Venezuela from: 22 Feb 2025 to: 04 Mar 2025.,Green,1,Green,0.5,Venezuela,2025-02-22T00:00:00,2025-03-04T00:00:00,12253.0,Green impact for forestfire in 12253 ha,GWIS,VEN,WF,WF 1023546,5 in the burned area,Venezuela,22 Feb 2025  - 04 Mar 2025 ,10,12253 ha
"[36.2868497172692, 11.100855129138708]",Forest fires in Ethiopia,Forest fires in Ethiopia,Green Forest fires in Ethiopia from: 25 Feb 2025 to: 04 Mar 2025.,Green,1,Green,0.5,Ethiopia,2025-02-25T00:00:00,2025-03-04T00:00:00,8807.0,Green impact for forestfire in 8807 ha,GWIS,ETH,WF,WF 1023556,1624 in the burned area,Ethiopia,25 Feb 2025  - 04 Mar 2025 ,7,8807 ha
"[-69.01115210275877, 6.056571943380485]",Forest fires in Colombia,Forest fires in Colombia,Green Forest fires in Colombia from: 27 Feb 2025 to: 04 Mar 2025.,Green,1,Green,0.5,Colombia,2025-02-27T00:00:00,2025-03-04T00:00:00,5561.0,Green impact for forestfire in 5561 ha,GWIS,COL,WF,WF 1023557,0 in the burned area,Colombia,27 Feb 2025  - 04 Mar 2025 ,5,5561 ha
"[-62.724954782982664, 8.791696326630127]",Forest fires in Venezuela,Forest fires in Venezuela,Green Forest fires in Venezuela from: 27 Feb 2025 to: 04 Mar 2025.,Green,1,Green,0.5,Venezuela,2025-02-27T00:00:00,2025-03-04T00:00:00,5155.0,Green impact for forestfire in 5155 ha,GWIS,VEN,WF,WF 1023554,50 in the burned area,Venezuela,27 Feb 2025  - 04 Mar 2025 ,5,5155 ha
"[-69.79216692687322, 6.334832572608678]",Forest fires in Colombia,Forest fires in Colombia,Green Forest fires in Colombia from: 27 Feb 2025 to: 04 Mar 2025.,Green,1,Green,0.5,Colombia,2025-02-27T00:00:00,2025-03-04T00:00:00,12624.0,Green impact for forestfire in 12624 ha,GWIS,COL,WF,WF 1023553,0 in the burned area,Colombia,27 Feb 2025  - 04 Mar 2025 ,5,12624 ha
"[33.661041429476974, 8.160165095626564]",Forest fires in Ethiopia,Forest fires in Ethiopia,Green Forest fires in Ethiopia from: 21 Feb 2025 to: 03 Mar 2025.,Green,1,Green,0.5,Ethiopia,2025-02-21T00:00:00,2025-03-03T00:00:00,9668.0,Green impact for forestfire in 9668 ha,GWIS,ETH,WF,WF 1023525,18 in the burned area,Ethiopia,21 Feb 2025  - 03 Mar 2025 ,10,9668 ha
"[131.31333904506448, -20.43060068189641]",Forest fires in Australia,Forest fires in Australia,Green Forest fires in Australia from: 23 Feb 2025 to: 03 Mar 2025.,Green,1,Green,0.5,Australia,2025-02-23T00:00:00,2025-03-03T00:00:00,8630.0,Green impact for forestfire in 8630 ha,GWIS,AUS,WF,WF 1023548,0 in the burned area,Australia,23 Feb 2025  - 03 Mar 2025 ,8,8630 ha
